"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@Delta Quería decir @DeltaETSIT, claro",FALSE,0,"dgilperez",2017-09-26 17:56:41,FALSE,"912723777003442176","912737704324009984","27842884","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","dgilperez",0,FALSE,FALSE,NA,NA
"2","@Delta https://t.co/bVemfokNiX",FALSE,0,"Delta",2017-09-26 17:56:32,FALSE,"912736373660164096","912737669125476353","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SareBear80",0,FALSE,FALSE,NA,NA
"3","Really @Delta? Thought this was a joke!! MQD waiver skyrocketing from 25k to 250k. What feedback did you hear? You… https://t.co/V6KTs9ykW5",FALSE,0,NA,2017-09-26 17:56:31,TRUE,NA,"912737661751906305",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","iMcIsh",0,FALSE,FALSE,NA,NA
"4","exec life must be good @delta if they think spending $250k a year on a CC is attainable for normal loyal members. Over $22k a month.",FALSE,0,NA,2017-09-26 17:56:08,FALSE,NA,"912737567862329344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DougHoffert",0,FALSE,FALSE,NA,NA
"5","@delta do you have any info on Dl4277 and its delay?  The only agent at SCE is busy rebooking passengers",FALSE,0,"Delta",2017-09-26 17:56:08,FALSE,NA,"912737566746710017","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mplsgreg",0,FALSE,FALSE,NA,NA
"6","Anyone get the @Delta Amex 2019 medallion spend change to qualify for Diamond status? Annual personal spend went from 25k to 250k <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3>",FALSE,0,NA,2017-09-26 17:55:57,FALSE,NA,"912737522928697344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mooreofdan",0,FALSE,FALSE,NA,NA
"7","@lisaflip @Delta @thepointsguy what is this craziness?",FALSE,0,"lisaflip",2017-09-26 17:55:53,FALSE,"912736128792272896","912737505631285255","36707330","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gilly",0,FALSE,FALSE,NA,NA
"8","RT @Delta: @JennlovesTWD We are so happy to help those in need Jenn. Thanks for the awesome compliment. <ed><U+00A0><U+00BD><ed><U+00B8><U+0084> *TMS",FALSE,0,NA,2017-09-26 17:55:40,FALSE,NA,"912737450195382273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JennlovesTWD",1,TRUE,FALSE,NA,NA
"9","@CandaceSuzanne3 @Delta Good to know, Candace! What kind of wine do you enjoy most?",FALSE,0,"CandaceSuzanne3",2017-09-26 17:55:31,FALSE,"912322131500965890","912737412866068481","27353498","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","AceroSTL",0,FALSE,FALSE,NA,NA
"10","@Delta now requires $250k in @AmericanExpress spend to receive Diamond Medallion waiver - going to lead to many unhappy <ed><U+00A0><U+00BD><ed><U+00B2><U+008E>s #insulting",FALSE,0,"Delta",2017-09-26 17:55:22,FALSE,NA,"912737373213069312","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ThePerfectSwipe",0,FALSE,FALSE,NA,NA
"11","Never go full retard @Delta....@thepointsguy https://t.co/urAwCwJS94",FALSE,0,NA,2017-09-26 17:55:09,FALSE,NA,"912737320855572481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nandhaa515",0,FALSE,FALSE,NA,NA
"12","@Delta $25K to $250K to make Diamond?  Been Diamond from the start of the program - now need to fly elsewhere. Loyalty does not pay w/#Delta",FALSE,0,"Delta",2017-09-26 17:55:09,FALSE,NA,"912737319458918401","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1MichaelDMartin",0,FALSE,FALSE,NA,NA
"13","@delta has extended the price cap on plane tickets to/from PR. https://t.co/dmEWGBntCo",FALSE,0,"Delta",2017-09-26 17:55:04,FALSE,NA,"912737299619827712","5920532","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RawBirdToe",0,FALSE,FALSE,NA,NA
"14","@alex @andrewmartonik @c_davies @Ohthatflo @Delta I can see Alex shaking his head at us right now...",FALSE,0,"alex",2017-09-26 17:54:31,FALSE,"912736533278474240","912737159018360832","7380362","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JGfromOC",0,FALSE,FALSE,NA,NA
"15","@SpencerPumpelly @Delta haha we all just got the email. That was a mistake",FALSE,0,"SpencerPumpelly",2017-09-26 17:54:22,FALSE,"912721929869676544","912737120476893185","22935099","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RutledgeWood",0,FALSE,FALSE,NA,NA
"16","@Delta $250k spend on such a card is ridiculous. Just a marketing gimmick with almost no use cases left.",FALSE,0,"Delta",2017-09-26 17:54:19,FALSE,"912722656750907393","912737110947397633","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gollmann",0,FALSE,FALSE,NA,NA
"17","@Delta is it possible to use flying blue miles for an upgrade on a delta flight?",FALSE,0,"Delta",2017-09-26 17:53:46,FALSE,NA,"912736971620892672","5920532","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","Irf_02",0,FALSE,FALSE,NA,NA
"18","@Delta Just got a delta email - MQD Waiver for Diamond is being adjusted to $250,000 in a calendar year. MY GOLLY IS THIS REAL?",FALSE,0,"Delta",2017-09-26 17:53:34,FALSE,NA,"912736922589638657","5920532","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","intelinaction",0,FALSE,FALSE,NA,NA
"19","@WhatAnnoysMe @richardgunther @Delta Whoa! Glad I usually get it based on $$$ spent on flights overseas.",FALSE,0,"WhatAnnoysMe",2017-09-26 17:53:04,FALSE,"912715655975227392","912736796336967681","6778852","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","dskaggs",0,FALSE,FALSE,NA,NA
"20","@williamryankey @Delta I just got the same email :( Their poor credit card service numbers will drop overnight. I'm out too",FALSE,0,"williamryankey",2017-09-26 17:53:01,FALSE,"912709549882298369","912736783053590530","67478582","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RutledgeWood",0,FALSE,FALSE,NA,NA
"21",".@Delta Diamond Medallion MQD waiver for 2019 changing to $250K spending on Amex. From $25K. Whoa. I think I read that email right.",FALSE,0,NA,2017-09-26 17:52:17,FALSE,NA,"912736598898262016",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","msmetivier",0,FALSE,FALSE,NA,NA
"22","Dear @delta - this is bullshit. Increasing your card spend from $25k to $250k to qualify for… https://t.co/VPJJ0Rlg44",FALSE,0,NA,2017-09-26 17:52:15,FALSE,NA,"912736589398151168",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","carey1216",0,FALSE,FALSE,NA,NA
"23","@JGfromOC @andrewmartonik @c_davies @Ohthatflo @Delta Guys",FALSE,2,"JGfromOC",2017-09-26 17:52:02,FALSE,"912736493139046401","912736533278474240","16367479","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alex",0,FALSE,FALSE,NA,NA
"24","@andrewmartonik @c_davies @Ohthatflo @alex @Delta True, but what actual perks do you get as a Plat Medallion? the b… https://t.co/1N1UiUhRKV",FALSE,0,"andrewmartonik",2017-09-26 17:51:52,TRUE,"912736056415420417","912736493139046401","267098494","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JGfromOC",0,FALSE,FALSE,NA,NA
"25","@mikko @Delta Nope. No typo. Just something to make sure no one ever does it.",FALSE,0,"mikko",2017-09-26 17:51:51,FALSE,"912714405124694018","912736489305501697","23566038","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gollmann",0,FALSE,FALSE,NA,NA
"26",".@Delta and @VirginAtlantic update network between U.S. and U.K. @DeltaNewsHub https://t.co/YIq1MjuIc5 #airlines #aviation #businesstravel",FALSE,0,NA,2017-09-26 17:51:39,FALSE,NA,"912736436809433088",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","OdysseyMG",0,FALSE,FALSE,NA,NA
"27","@tdjohnson34 @Delta ""We're gonna add another zero and see if anyone notices...""",FALSE,0,"tdjohnson34",2017-09-26 17:51:24,FALSE,"912711866400563201","912736374796816389","19250320","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","J_Hein06",0,FALSE,FALSE,NA,NA
"28","@Stephen_Kellogg @Delta I’ll always have my memories of my one magical year being @Delta diamond. Platinum isn’t ba… https://t.co/mWnsQTwlZz",FALSE,0,"Stephen_Kellogg",2017-09-26 17:51:23,TRUE,"912735176857337856","912736373186101249","729265706","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cosmicfool13",0,FALSE,FALSE,NA,NA
"29","@Delta and @AmericanExpress is definitely out of their minds. No more spend on your credit cards for 2018.",FALSE,0,"Delta",2017-09-26 17:51:21,FALSE,NA,"912736365015642112","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","younguhm",0,FALSE,FALSE,NA,NA
"30","RT @MCO: Huge news! MCO has landed nonstop service to #Amsterdam! Daily nonstop service starts March 30, 2018 with @Delta. <U+2708><U+FE0F> https://t.co/…",FALSE,0,NA,2017-09-26 17:50:44,FALSE,NA,"912736207842562048",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GiosyGentile",30,TRUE,FALSE,NA,NA
"31","RT @jon_bois: .@Delta been sitting in my seat for 3 hours and we haven’t taken off. i didn’t buy a ticket and i’m just sitting in my apartm…",FALSE,0,NA,2017-09-26 17:50:43,FALSE,NA,"912736205636292609",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hammertimez",355,TRUE,FALSE,NA,NA
"32","RT @mrlittell: My response to the @Delta $250,000 MQD waiver.... @RenesPoints https://t.co/aIiRCZnMFQ",FALSE,0,NA,2017-09-26 17:50:35,FALSE,NA,"912736169426849793",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Monsrat",6,TRUE,FALSE,NA,NA
"33","@Delta $250,000 AMEX card spend to hit diamond status going forward? You've lost your mind (and soon your customers).https://t.co/0yy7qOWREN",FALSE,0,"Delta",2017-09-26 17:50:29,FALSE,NA,"912736145364185090","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TimBorn",0,FALSE,FALSE,NA,NA
"34","Whoa @Delta. How do you change the limit from $25k to $250k, that's not exactly a small, or reasonable, jump... https://t.co/Edv3bCdG48",FALSE,4,NA,2017-09-26 17:50:25,FALSE,NA,"912736128792272896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lisaflip",0,FALSE,FALSE,NA,NA
"35","@JGfromOC @c_davies @Ohthatflo @alex @Delta DL offers more flights (even from SEA!), more destinations, better part… https://t.co/Unmsg6snnu",FALSE,1,"andrewmartonik",2017-09-26 17:50:08,TRUE,"912735817310728192","912736056415420417","267098494","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","andrewmartonik",0,FALSE,FALSE,NA,NA
"36","@Delta contributes $250K to American Red Cross for disaster relief in Puerto Rico &amp; US Virgin Islands",FALSE,1,"Delta",2017-09-26 17:50:00,FALSE,NA,"912736023528054786","5920532","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ASAGovAffairs",0,FALSE,FALSE,NA,NA
"37","@Delta Can u clarify the new 2019 Diamond Med. Requirement? Does it really mean that you cant get diamond without spending $250k on AMEX?!",FALSE,0,"Delta",2017-09-26 17:49:42,FALSE,NA,"912735946671628288","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ictbu",0,FALSE,FALSE,NA,NA
"38","This is what it looks like about five minutes before landing in #Havana #Cuba. The city is about 18 miles away.… https://t.co/9FMZGBnqyu",FALSE,0,NA,2017-09-26 17:49:35,TRUE,NA,"912735918984966144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MrMikeFairbanks",0,FALSE,FALSE,NA,NA
"39","Did everyone see that @Delta has raised the waiver requirements by a factor of 10X for 2018? Way to screw your best… https://t.co/QmtYdQJz7u",FALSE,0,NA,2017-09-26 17:49:29,TRUE,NA,"912735895253422083",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","realscottcalder",0,FALSE,FALSE,NA,NA
"40","@RenesPoints @thepointsguy @garyleff @OneMileataTime @MileValue @FrugalTravelGuy I get that they want to thin the h… https://t.co/nepZJiTiGX",FALSE,0,"RenesPoints",2017-09-26 17:49:24,TRUE,"912725261413699584","912735874571493376","329090201","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","21_ktbug",0,FALSE,FALSE,NA,NA
"41","@playinpearls @Delta same day changes (no fee), board with 1st class, free access to skyclub, free annual Clear membership.",FALSE,0,"playinpearls",2017-09-26 17:49:24,FALSE,"912729783296983040","912735874223411200","56750060","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","DevinAkin",0,FALSE,FALSE,NA,NA
"42","@DeltaAssist @Delta Obviously you all have either lost your minds or just simply don't care about loyal customers. Million Miler GONE.",FALSE,0,"DeltaAssist",2017-09-26 17:49:15,FALSE,NA,"912735833395998723","137460929","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","davidwigington",0,FALSE,FALSE,NA,NA
"43","@JGfromOC @c_davies @Ohthatflo @alex @Delta I always hear a lot of great things about AS. And some of it is true. B… https://t.co/e7ztIcZHQ0",FALSE,0,"JGfromOC",2017-09-26 17:49:11,TRUE,"912735608367456258","912735817310728192","16367479","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","andrewmartonik",0,FALSE,FALSE,NA,NA
"44","@thepointsguy Absolutely insane from @Delta !!",FALSE,0,"thepointsguy",2017-09-26 17:49:06,FALSE,"912723310227714050","912735795546599425","34176543","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hellojumbo_",0,FALSE,FALSE,NA,NA
"45","@Delta confused why we weren’t Medallion upgraded to comfort when we were 1 and 2 on list with 4 open seats? #confused #flight1126",FALSE,0,"Delta",2017-09-26 17:49:02,FALSE,NA,"912735779801112576","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ncherdfan",0,FALSE,FALSE,NA,NA
"46","@Delta Please reconsider your 1/1/18 increase of the MQD waiver to $250k for Diamond. A 10x increase is excessive and offensive.",FALSE,0,"Delta",2017-09-26 17:48:26,FALSE,NA,"912735630010064898","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","grandGENE",0,FALSE,FALSE,NA,NA
"47","@andrewmartonik @c_davies @Ohthatflo @alex @Delta you make good points... damn you, Andrew! You're not making this… https://t.co/CT9Xn0HMBk",FALSE,0,"andrewmartonik",2017-09-26 17:48:21,TRUE,"912735079754997760","912735608367456258","267098494","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JGfromOC",0,FALSE,FALSE,NA,NA
"48","@TheJanePark @Delta That’s a lot of traveling.",FALSE,0,"TheJanePark",2017-09-26 17:48:19,FALSE,"912731581462089728","912735599160889344","364439283","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","usafss74",0,FALSE,FALSE,NA,NA
"49","@DELTA the change in diamond threshold on delta credit card from $25,000 to $250,000 is outrageous. What a disappointment in loyalty.",FALSE,0,"Delta",2017-09-26 17:48:06,FALSE,NA,"912735547273048064","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BCphilanthropy",0,FALSE,FALSE,NA,NA
"50","@SternerJeanette @Delta @RenesPoints This'll be my final year with Delta and Amex.  #deltadisappointment",FALSE,0,"SternerJeanette",2017-09-26 17:48:06,FALSE,"912713229851332608","912735546413285376","2269464097","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pittcanuck",0,FALSE,FALSE,NA,NA
"51","$250K annual spend to get MQD waiver for Diamond status... are you freaking kidding @AmericanExpress &amp; @Delta ??? A ten-fold increase??",FALSE,0,NA,2017-09-26 17:48:06,FALSE,NA,"912735545742180352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RomanLarson",0,FALSE,FALSE,NA,NA
"52","One of the few times I pick a window seat and I get the window seat without a window. @Delta <ed><U+00A0><U+00BE><ed><U+00B4><U+00A3>#FirstWorldProblems <U+2708><U+FE0F> https://t.co/TTDs46PUqi",FALSE,0,NA,2017-09-26 17:47:48,FALSE,NA,"912735469372190722",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Nigel_Street",0,FALSE,FALSE,NA,NA
"53","RT @MCO: The Queen has arrived! The @delta 747 is here to help more passengers depart before #Irma arrives. <ed><U+00A0><U+00BD><ed><U+00B1><U+0091> #DL2517 https://t.co/nC2SYj4V…",FALSE,0,NA,2017-09-26 17:47:43,FALSE,NA,"912735447859843075",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GiosyGentile",427,TRUE,FALSE,NA,NA
"54","@Delta B.S. ""upgrade""!
From aisle seat in mid twenties to last seat on plane, no recline, next to the dumper? Hope… https://t.co/ZsQBobOmFi",FALSE,0,"Delta",2017-09-26 17:47:23,TRUE,NA,"912735364225396736","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TheMattSaffer",0,FALSE,FALSE,NA,NA
"55","RT @Kielstar11: @Delta what possible benefit to your loyal customer does a $250k spend minimum provide? This is greed. Plain and simple. #f…",FALSE,0,NA,2017-09-26 17:47:13,FALSE,NA,"912735322349457408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheCMIYC",1,TRUE,FALSE,NA,NA
"56","@delta whoa! Big jump for next years Diamond Medallion qualifications! Too bad it takes smaller businesses like mine out of the running.",FALSE,0,"Delta",2017-09-26 17:46:38,FALSE,NA,"912735176857337856","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Stephen_Kellogg",0,FALSE,FALSE,NA,NA
"57","@morgan_murphy @anylaurie16 @jackiekashian @Delta Don't worry. @Delta will hear about it.",FALSE,5,"morgan_murphy",2017-09-26 17:46:29,FALSE,"912725796028014592","912735137779081216","21125133","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DougStanhope",0,FALSE,FALSE,NA,NA
"58","@delta The new change to MQDs is absurd and insane. Count me out of Delta and AMEX. The last straw.",FALSE,0,"Delta",2017-09-26 17:46:27,FALSE,NA,"912735128299855872","5920532","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DBd6120",0,FALSE,FALSE,NA,NA
"59","@jasoncollette @Delta Wow. I'll have to thinka minute to figure out how long it'd take me to run up $250K. Sounds l… https://t.co/E77VoOj7GF",FALSE,0,"jasoncollette",2017-09-26 17:46:24,TRUE,"912727014829850630","912735116321009670","14923674","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoannKline",0,FALSE,FALSE,NA,NA
"60","Airborne on Delta 0082 STL to ATL with most amazing team I have ever seen...gate agents to flight attendants! Thank… https://t.co/EirEq5VYn1",FALSE,0,NA,2017-09-26 17:46:15,TRUE,NA,"912735081726439424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChrisRStricklin",0,FALSE,FALSE,NA,NA
"61","@JGfromOC @c_davies @Ohthatflo @alex @Delta It's very bottom heavy in terms of being good for casual travelers and… https://t.co/BZ35ydIoyn",FALSE,0,"andrewmartonik",2017-09-26 17:46:15,TRUE,"912734906316234753","912735079754997760","267098494","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","andrewmartonik",0,FALSE,FALSE,NA,NA
"62","RT @Delta: @graceleann95 Grace we look forward to seeing you on board. Thank you for letting us be your ride! *TBW",FALSE,0,NA,2017-09-26 17:45:39,FALSE,NA,"912734930463023105",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","graceleann95",1,TRUE,FALSE,NA,NA
"63","@Delta so you are going to price gauge those in need in PR with 1500 dollars for a ticket. U should be ashamed profiting from crisis",FALSE,0,"Delta",2017-09-26 17:45:34,FALSE,NA,"912734908098994177","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","slayercool00",0,FALSE,FALSE,NA,NA
"64","@JGfromOC @c_davies @Ohthatflo @alex @Delta The actual experience of flying AS really isn't fantastic. Lots of litt… https://t.co/x0AKmW3qfO",FALSE,0,"JGfromOC",2017-09-26 17:45:34,TRUE,"912734482179993600","912734906316234753","16367479","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","andrewmartonik",0,FALSE,FALSE,NA,NA
"65","@Anthonyesque @thepointsguy I will be Diamond on @delta by the end of October so that will buy me time to find a ne… https://t.co/1RvvNjwlvo",FALSE,0,"Anthonyesque",2017-09-26 17:45:18,TRUE,"912727106131345409","912734840734322689","76777472","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheCMIYC",0,FALSE,FALSE,NA,NA
"66","@JB_bowling @Delta Whoa.",FALSE,0,"JB_bowling",2017-09-26 17:45:12,FALSE,"912729437887541248","912734816419815424","459529882","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jmcelliott300",0,FALSE,FALSE,NA,NA
"67","@Delta has gone completely insane. 250k spend on Amex for medallion waiver?!?! Time to status match on @AmericanAir",FALSE,0,"Delta",2017-09-26 17:45:05,FALSE,NA,"912734786388668416","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EarlWaverley",0,FALSE,FALSE,NA,NA
"68","RT @DeltaNewsHub: .@Delta employees raise record-breaking $2.26 million for @AmericanCancer in 2017, with help from @kennyg  https://t.co/S…",FALSE,0,NA,2017-09-26 17:45:04,FALSE,NA,"912734781498167302",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","leflyer1",6,TRUE,FALSE,NA,NA
"69","@andrewmartonik @c_davies @Ohthatflo @alex @Delta But hey, this is what you get with only three major airlines in t… https://t.co/pKVetOlo6G",FALSE,1,"andrewmartonik",2017-09-26 17:45:02,TRUE,"912733844586893312","912734774904676353","267098494","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JGfromOC",0,FALSE,FALSE,NA,NA
"70","@timcappalli @Delta @AmericanExpress I use the reserve for SC and MQM bonus, allows me to pick other diamond gifts",FALSE,0,"timcappalli",2017-09-26 17:45:01,FALSE,"912734170740346880","912734768143458304","290319395","<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","blakekrone",0,FALSE,FALSE,NA,NA
"71","RT @Reid_Spencer: .@Delta raising Amex Diamond waiver from $25K to $250K next year. You read that right. Total betrayal of loyal customers.",FALSE,0,NA,2017-09-26 17:44:58,FALSE,NA,"912734757175414789",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RyanLSnyder",4,TRUE,FALSE,NA,NA
"72","RT @JB_bowling: So I guess you can now fly 150k miles a year and not even qualify for Diamond. $250,000 a year... really @Delta ????",FALSE,0,NA,2017-09-26 17:44:42,FALSE,NA,"912734691194806272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kimothy300",1,TRUE,FALSE,NA,NA
"73","@CVCofAtlanta @Delta Thank you @cvcofatlanta! We are honored to be in such good company.",FALSE,0,"CVCofAtlanta",2017-09-26 17:44:32,FALSE,"912733586213793794","912734648203190272","16312027","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TowerATL",0,FALSE,FALSE,NA,NA
"74","YIKES @Delta https://t.co/VZOXFJBMjj",FALSE,0,NA,2017-09-26 17:44:00,FALSE,NA,"912734512081248256",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Em_McNutt",0,FALSE,FALSE,NA,NA
"75","@andrewmartonik @c_davies @Ohthatflo @alex @Delta True, but I can also fly Alaska and earn there. Opens up some alt… https://t.co/L7NcPkQxFU",FALSE,0,"andrewmartonik",2017-09-26 17:43:52,TRUE,"912733844586893312","912734482179993600","267098494","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JGfromOC",0,FALSE,FALSE,NA,NA
"76","@Delta Sorry @Delta, but have yet to see a word spoken, tweeted or written by Diamond or other medallion remotely s… https://t.co/KrjLwTHG2e",FALSE,0,"Delta",2017-09-26 17:43:16,TRUE,"912723102756417538","912734327246598145","5920532","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Gina_Samarotto",0,FALSE,FALSE,NA,NA
"77","Lunch at @delta #skylounge #jfk is tasty https://t.co/xiHzAyUlQB",FALSE,1,NA,2017-09-26 17:43:13,FALSE,NA,"912734314915356672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pjmcginnis",0,FALSE,FALSE,NA,NA
"78","@blakekrone @Delta @AmericanExpress Then they need to provide *actual* value for the Delta Reserve. It should have… https://t.co/KRc4pKUi69",FALSE,0,"blakekrone",2017-09-26 17:42:38,TRUE,"912733710587502592","912734170740346880","14116979","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","timcappalli",0,FALSE,FALSE,NA,NA
"79","@andrewmartonik @alex @Ohthatflo @Delta I'm going to see about Cathay... would still mean flying AA domestically, b… https://t.co/Fd3jzs7ISY",FALSE,0,"andrewmartonik",2017-09-26 17:42:18,TRUE,"912733609416474626","912734086682333184","267098494","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JGfromOC",0,FALSE,FALSE,NA,NA
"80","There is no longer a reason to have the @Delta @AmericanExpress card. Zero. Delta continues to devalue its frequent fliers.",FALSE,0,NA,2017-09-26 17:42:17,FALSE,NA,"912734079644311552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","keithkasarjian",0,FALSE,FALSE,NA,NA
"81","RT @CVCofAtlanta: The winners of the IMPACT Corporate Volunteer Program of the Year Awards are... @TowerATL and @Delta! #cvcatlanta25",FALSE,0,NA,2017-09-26 17:41:44,FALSE,NA,"912733942905700354",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cmalocal",2,TRUE,FALSE,NA,NA
"82","@DailyTravelTips @Delta @Amex <ed><U+00A0><U+00BD><ed><U+00B1><U+008E><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",FALSE,0,"DailyTravelTips",2017-09-26 17:41:42,FALSE,"912729469911224320","912733935939067909","31255504","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LaPatrii",0,FALSE,FALSE,NA,NA
