"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"3735","@Delta People got mvd to aisle sts from coach post boarding and still stuck in mdl as Diamond.  Underseat power not… https://t.co/CXkPQDUgdc",FALSE,0,"Delta",2017-09-25 16:59:18,TRUE,"912345564628561922","912360878296780805","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dgkelley61",0,FALSE,FALSE,NA,NA
"3736","@Delta Hey Delta =D If I buy a ticket using https://t.co/HOlFgb3SpY here in Brazil, will it be charged in the USA or BR? I ask because taxes",FALSE,0,"Delta",2017-09-25 16:58:58,FALSE,NA,"912360791277522945","5920532","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","hugoleosp",0,FALSE,FALSE,NA,NA
"3737","This is a #humanitariancrisis in #Puerto Rico, not a time for airlines to profit #shameonyou #PuertoRicoStrong… https://t.co/LE0eS9Yt8e",FALSE,1,NA,2017-09-25 16:58:41,TRUE,NA,"912360722407051266",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gigiagleb",0,FALSE,FALSE,NA,NA
"3738","@Jskelvis @Delta Hi @Jskelvis, please contact our customer service team @8005284800. They will advise.",FALSE,0,"Jskelvis",2017-09-25 16:58:08,FALSE,"911384636969889793","912360584368312320","535025151","<a href=""http://www.liveworld.com"" rel=""nofollow"">LiveWorld Inc</a>","AmexOPEN",0,FALSE,FALSE,NA,NA
"3739","@MeaganWristen @Delta <ed><U+00A0><U+00BD><ed><U+00B2><U+008E>",FALSE,0,"MeaganWristen",2017-09-25 16:58:06,FALSE,"912359118056198144","912360573119037441","136301800","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JoesDaily",0,FALSE,FALSE,NA,NA
"3740","RT @DavidBegnaud: @Delta Airport is:
- operating off of back up generator
Terminal B was badly damaged - there's still water in the termina…",FALSE,0,NA,2017-09-25 16:58:01,FALSE,NA,"912360551635996674",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Havemercy_2",134,TRUE,FALSE,NA,NA
"3741","@Joel7Richardson @Delta ""Oui, oui, I ham Misour Gaston..."" https://t.co/zrN7Tmbamz",FALSE,3,"Joel7Richardson",2017-09-25 16:58:00,FALSE,"912343333774663680","912360548087382016","2490015990","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","gabeondrums",0,FALSE,FALSE,NA,NA
"3742","RT @DavidBegnaud: @Delta - no resources to accommodate people who aren't traveling
- there's no A/C, power
(Note: power was restored to som…",FALSE,0,NA,2017-09-25 16:57:57,FALSE,NA,"912360538033868806",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hldncaufld",177,TRUE,FALSE,NA,NA
"3743","RT @DavidBegnaud: @Delta - no resources to accommodate people who aren't traveling
- there's no A/C, power
(Note: power was restored to som…",FALSE,0,NA,2017-09-25 16:57:56,FALSE,NA,"912360531293556737",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Havemercy_2",177,TRUE,FALSE,NA,NA
"3744","@bhcarpenter @Delta Nice! Oh, and <ed><U+00A0><U+00BD><ed><U+00B1><U+008B>",FALSE,1,"bhcarpenter",2017-09-25 16:57:50,FALSE,"912301307595231233","912360509332086785","23104052","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Chris_Allison",0,FALSE,FALSE,NA,NA
"3745","@Delta let’s make @joegates next flight remarkable! He says @AlaskaAir is superior. #thedeltaexperience",FALSE,1,"Delta",2017-09-25 16:57:19,FALSE,NA,"912360376766939136","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","briansdeely",0,FALSE,FALSE,NA,NA
"3746","@DavidBegnaud @Delta Smdh",FALSE,0,"DavidBegnaud",2017-09-25 16:57:03,FALSE,"912159721439801344","912360309972656128","42971403","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AzaniaJustice",0,FALSE,FALSE,NA,NA
"3747","RT @DavidBegnaud: We called @Delta. This was their response to the San Juan airport situation :
*Only ticketed passengers should show up at…",FALSE,0,NA,2017-09-25 16:57:01,FALSE,NA,"912360300338450433",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Havemercy_2",195,TRUE,FALSE,NA,NA
"3748","@Delta FLT 2524 underseat power not working throughout plane.  Supposedly reset no good.  Needs maintenance",FALSE,0,"Delta",2017-09-25 16:56:50,FALSE,NA,"912360256658911233","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dgkelley61",0,FALSE,FALSE,NA,NA
"3749","RT @DavidBegnaud: @Delta Trying to operate out of there, @delta says, is ""a logistical nightmare"" (4/5)",FALSE,0,NA,2017-09-25 16:56:02,FALSE,NA,"912360055441362945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","immortxlaleks",112,TRUE,FALSE,NA,NA
"3750","@Joel7Richardson @Delta The Bearded Lady!",FALSE,5,"Joel7Richardson",2017-09-25 16:56:02,FALSE,"912343333774663680","912360054321532939","2490015990","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TJBSewob",0,FALSE,FALSE,NA,NA
"3751","@Delta Yes Wednesday morning from SJU to NYC",FALSE,0,"Delta",2017-09-25 16:56:01,FALSE,"912349778079600643","912360052417269760","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rreissm",0,FALSE,FALSE,NA,NA
"3752","RT @DavidBegnaud: @Delta Airport is:
- operating off of back up generator
Terminal B was badly damaged - there's still water in the termina…",FALSE,0,NA,2017-09-25 16:55:56,FALSE,NA,"912360030493700096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","immortxlaleks",134,TRUE,FALSE,NA,NA
"3753","RT @DavidBegnaud: @Delta - no resources to accommodate people who aren't traveling
- there's no A/C, power
(Note: power was restored to som…",FALSE,0,NA,2017-09-25 16:55:49,FALSE,NA,"912359998424014848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","immortxlaleks",177,TRUE,FALSE,NA,NA
"3754","RT @MsPackyetti: Two things: 
1. Have mercy.
2. @Delta, these accounts of your treatment are absolutely unacceptable. Fix it fast. 

 https…",FALSE,0,NA,2017-09-25 16:55:08,FALSE,NA,"912359829280378884",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","actuallyanansi",18,TRUE,FALSE,NA,NA
"3755","RT @MSU_Football: With 66% of the fan vote, this week's @Delta Player of the Week is Matt Morrissey, who totaled a team-high 11 tackles vs.…",FALSE,0,NA,2017-09-25 16:55:04,FALSE,NA,"912359811932712960",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","llm1102",22,TRUE,FALSE,NA,NA
"3756","@BrianJustinCrum @Delta WHAT!??? OMG!! When are you performing here in Australia??? Also where? PLEASE Perth? Also go @Qantas",FALSE,1,"BrianJustinCrum",2017-09-25 16:54:56,FALSE,"912358294554943488","912359778210373633","701395258","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BenSonicz",0,FALSE,FALSE,NA,NA
"3757","Museum sigm #1 @Delta #JEGC #ErvingStyle #ErvingClassic On Course! <U+26F3> https://t.co/tf7mAnTNAY",FALSE,8,NA,2017-09-25 16:54:25,FALSE,NA,"912359649135022081",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ErvingClassic",3,FALSE,FALSE,NA,NA
"3758","RT @DavidBegnaud: @Delta Trying to operate out of there, @delta says, is ""a logistical nightmare"" (4/5)",FALSE,0,NA,2017-09-25 16:53:09,FALSE,NA,"912359330225229824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Shvnicee_",112,TRUE,FALSE,NA,NA
"3759","@Delta saw this at my Aviation Doctor today refreshing my medical. Thought I would share with you <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> https://t.co/UGMr7QpXX1",FALSE,0,"Delta",2017-09-25 16:52:24,FALSE,NA,"912359139548057600","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TCHWRX",0,FALSE,FALSE,NA,NA
"3760","@MsPackyetti @Delta I KNOW the clerks are exhausted, but imagine being exhausted, hungry, thirsty, all  beat down a… https://t.co/rHgYGC1vQt",FALSE,0,"MsPackyetti",2017-09-25 16:51:45,TRUE,"912355565610979328","912358974934048769","239509917","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","truetoit0618",0,FALSE,FALSE,NA,NA
"3761","@Delta @RedCross You donated to Red Cross and your heart is with the victims but you guys are charging $1000 to $30… https://t.co/eA2mCA2cMe",FALSE,0,"Delta",2017-09-25 16:51:29,TRUE,"911346618192007168","912358909410725889","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jennay1105",0,FALSE,FALSE,NA,NA
"3762","@Delta This island needs help getting people off. All the help is going to San Juan and STT people can't get there.",FALSE,0,"Delta",2017-09-25 16:51:21,FALSE,"912354581321003008","912358875151683584","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kategood",0,FALSE,FALSE,NA,NA
"3763","@Delta @RedCross @delta did you use the profit you made from increasing your fare for families trying to leave PR?",FALSE,0,"Delta",2017-09-25 16:51:16,FALSE,"911346618192007168","912358854809309184","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ElleAlicea",0,FALSE,FALSE,NA,NA
"3764","@Delta @DeltaAssist thank you for making me miss my dream job interview #delta #getfucked",FALSE,0,"Delta",2017-09-25 16:51:07,FALSE,NA,"912358817601597440","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Freiburglar",0,FALSE,FALSE,NA,NA
"3765","RT @Delta: @ben36748063 No worries...thanks! *HAA",FALSE,0,NA,2017-09-25 16:50:35,FALSE,NA,"912358681462816768",NA,"<a href=""http://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","jaredallard",1300,TRUE,FALSE,NA,NA
"3766","@DavidBegnaud And the price gauging of airlines is shameful and unethical @AmericanAirlines @Delta @united… https://t.co/y0xr3uAT1h",FALSE,5,"DavidBegnaud",2017-09-25 16:50:17,TRUE,"912345201003384832","912358607777406976","42971403","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laradiva",3,FALSE,FALSE,NA,NA
"3767","@AlongsideWild @Delta Pilots should pilot",FALSE,0,"AlongsideWild",2017-09-25 16:50:15,FALSE,"911778479481307136","912358599074222080","636586551","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jdsorbel",0,FALSE,FALSE,NA,NA
"3768","RT @Joel7Richardson: So there was a computer glitch as I was just boarding my @Delta flight. The ticket agent looked at me and asked, ""Are…",FALSE,0,NA,2017-09-25 16:50:07,FALSE,NA,"912358567285362688",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","momsy01",7,TRUE,FALSE,NA,NA
"3769","@Joel7Richardson @Delta <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3>",FALSE,0,"Joel7Richardson",2017-09-25 16:50:03,FALSE,"912343333774663680","912358547425394688","2490015990","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","momsy01",0,FALSE,FALSE,NA,NA
"3770","This is the people of Puerto Rico at the airport trying to leave. We need help @JetBlue @Delta @AmericanAir @CNN… https://t.co/HQyFvLva6n",FALSE,1,NA,2017-09-25 16:49:44,TRUE,NA,"912358470510350336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","arianneoo1991",0,FALSE,FALSE,NA,NA
"3771","@Delta Hi, trying to book a flight from San Fran to Seattle, how do I add baggage to my booking as no option on the website? Thnx",FALSE,0,"Delta",2017-09-25 16:49:44,FALSE,NA,"912358470040657922","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andrewmartin79",0,FALSE,FALSE,NA,NA
"3772","@Delta Any luck?",FALSE,0,"Duchenbagen",2017-09-25 16:49:07,FALSE,"912105627215892481","912358312334766080","597669114","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Duchenbagen",0,FALSE,FALSE,NA,NA
"3773","Hey @Delta you're my favorite! I'm trying to upgrade my seat for my performances in Australia! Think you can assist me?? Love!",FALSE,83,NA,2017-09-25 16:49:02,FALSE,NA,"912358294554943488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrianJustinCrum",6,FALSE,FALSE,NA,NA
"3774","RT @DavidBegnaud: We called @Delta. This was their response to the San Juan airport situation :
*Only ticketed passengers should show up at…",FALSE,0,NA,2017-09-25 16:48:50,FALSE,NA,"912358244097646592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Schakerin",195,TRUE,FALSE,NA,NA
"3775","Thank you @Delta ! Flying with them is always a smooth ride <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> #frequentflyer #delta #dl1169",FALSE,0,NA,2017-09-25 16:48:46,FALSE,NA,"912358227269918720",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","Nas_tassiaB",0,FALSE,FALSE,NA,NA
"3776","@delta only a single security line open in T2 @jfk, no pre-check. Pretty brutal and basically at a standstill.",FALSE,0,"Delta",2017-09-25 16:47:28,FALSE,NA,"912357898830958600","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gregvoll",0,FALSE,FALSE,NA,NA
"3777","RT @MsPackyetti: Two things: 
1. Have mercy.
2. @Delta, these accounts of your treatment are absolutely unacceptable. Fix it fast. 

 https…",FALSE,0,NA,2017-09-25 16:47:08,FALSE,NA,"912357813900464128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IronicMoniker1",18,TRUE,FALSE,NA,NA
"3778","RT @DavidBegnaud: @Delta Trying to operate out of there, @delta says, is ""a logistical nightmare"" (4/5)",FALSE,0,NA,2017-09-25 16:47:06,FALSE,NA,"912357807457841152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Maku1316",112,TRUE,FALSE,NA,NA
"3779","RT @DavidBegnaud: We called @Delta. This was their response to the San Juan airport situation :
*Only ticketed passengers should show up at…",FALSE,0,NA,2017-09-25 16:46:34,FALSE,NA,"912357672648953856",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AngelaAngalcina",195,TRUE,FALSE,NA,NA
"3780","RT @DavidBegnaud: @Delta Trying to operate out of there, @delta says, is ""a logistical nightmare"" (4/5)",FALSE,0,NA,2017-09-25 16:46:32,FALSE,NA,"912357665719889921",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","davwain1",112,TRUE,FALSE,NA,NA
"3781","RT @DavidBegnaud: @Delta Airport is:
- operating off of back up generator
Terminal B was badly damaged - there's still water in the termina…",FALSE,0,NA,2017-09-25 16:46:29,FALSE,NA,"912357649303425025",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","davwain1",134,TRUE,FALSE,NA,NA
"3782","RT @DavidBegnaud: @Delta - no resources to accommodate people who aren't traveling
- there's no A/C, power
(Note: power was restored to som…",FALSE,0,NA,2017-09-25 16:46:23,FALSE,NA,"912357626377318401",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","davwain1",177,TRUE,FALSE,NA,NA
"3783","RT @DavidBegnaud: We called @Delta. This was their response to the San Juan airport situation :
*Only ticketed passengers should show up at…",FALSE,0,NA,2017-09-25 16:46:19,FALSE,NA,"912357609478508544",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","davwain1",195,TRUE,FALSE,NA,NA
"3784","RT @Delta: @ben36748063 No worries...thanks! *HAA",FALSE,0,NA,2017-09-25 16:44:58,FALSE,NA,"912357271509671938",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gasaucy",1300,TRUE,FALSE,NA,NA
"3785","@Delta Appreciate you fam! I've been an American flyer but my last few flights have been Delta and I gotta say I've really enjoyed them!",FALSE,0,"Delta",2017-09-25 16:44:47,FALSE,"911260978628751360","912357222444933121","5920532","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dankittyswanks",0,FALSE,FALSE,NA,NA
"3786","@Delta , can you still earn Skymiles when using Lyft?",FALSE,0,"Delta",2017-09-25 16:44:46,FALSE,NA,"912357219743797249","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bedo0906",0,FALSE,FALSE,NA,NA
"3787","RT @DavidBegnaud: @Delta Trying to operate out of there, @delta says, is ""a logistical nightmare"" (4/5)",FALSE,0,NA,2017-09-25 16:44:21,FALSE,NA,"912357115674718208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheWood52925",112,TRUE,FALSE,NA,NA
"3788","RT @DavidBegnaud: @Delta Airport is:
- operating off of back up generator
Terminal B was badly damaged - there's still water in the termina…",FALSE,0,NA,2017-09-25 16:44:15,FALSE,NA,"912357088231346176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheWood52925",134,TRUE,FALSE,NA,NA
"3789","RT @DavidBegnaud: @Delta - no resources to accommodate people who aren't traveling
- there's no A/C, power
(Note: power was restored to som…",FALSE,0,NA,2017-09-25 16:44:05,FALSE,NA,"912357049006215168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheWood52925",177,TRUE,FALSE,NA,NA
"3790","RT @DavidBegnaud: We called @Delta. This was their response to the San Juan airport situation :
*Only ticketed passengers should show up at…",FALSE,0,NA,2017-09-25 16:44:02,FALSE,NA,"912357033915056128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheWood52925",195,TRUE,FALSE,NA,NA
"3791","@Delta Can some1 please help me????",FALSE,0,"Delta",2017-09-25 16:43:36,FALSE,NA,"912356924066353152","5920532","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jtom900",0,FALSE,FALSE,NA,NA
"3792","RT @MsPackyetti: Two things: 
1. Have mercy.
2. @Delta, these accounts of your treatment are absolutely unacceptable. Fix it fast. 

 https…",FALSE,0,NA,2017-09-25 16:43:29,FALSE,NA,"912356895213674496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Robirdie23",18,TRUE,FALSE,NA,NA
"3793","RT @MsPackyetti: Two things: 
1. Have mercy.
2. @Delta, these accounts of your treatment are absolutely unacceptable. Fix it fast. 

 https…",FALSE,0,NA,2017-09-25 16:42:20,FALSE,NA,"912356604942721025",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","AlissaPeltzman",18,TRUE,FALSE,NA,NA
"3794","RT @DavidBegnaud: @Delta - no resources to accommodate people who aren't traveling
- there's no A/C, power
(Note: power was restored to som…",FALSE,0,NA,2017-09-25 16:42:05,FALSE,NA,"912356543953240066",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","The_ThreeT",177,TRUE,FALSE,NA,NA
"3795","@passion4savinga That's ridiculous! Airlines like @Delta squeeze every dollar they can out of people these days. Aw… https://t.co/wIi879A1GT",FALSE,0,NA,2017-09-25 16:41:36,TRUE,NA,"912356422511468545",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","ShellieDeringer",1,FALSE,FALSE,NA,NA
"3796","Antes del huracán mencioné que @delta hizo lo mismo. NO HAY RAZÓN PARA ESTO #HuracanMaria | ricky_martin's photo https://t.co/6x4n7XiX8R",FALSE,0,NA,2017-09-25 16:41:24,FALSE,NA,"912356370699169793",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bedalyz",0,FALSE,FALSE,NA,NA
"3797","@JetBlue apparently not overcharging trips to PR that's how it should be @AmericanAir @Delta @united of we go is not because we want to",FALSE,0,"JetBlue",2017-09-25 16:41:21,FALSE,NA,"912356358489559041","6449282","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tristemipais",0,FALSE,FALSE,NA,NA
"3798","Come on @Delta, I should not have to bring an umbrella on a flight. The AC is leaking all over me and my row.",FALSE,0,NA,2017-09-25 16:41:15,FALSE,NA,"912356334808571904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SeaCucumber2",0,FALSE,FALSE,NA,NA
"3799","RT @MsPackyetti: Two things: 
1. Have mercy.
2. @Delta, these accounts of your treatment are absolutely unacceptable. Fix it fast. 

 https…",FALSE,0,NA,2017-09-25 16:41:09,FALSE,NA,"912356309365936128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FromLBCtoHTown",18,TRUE,FALSE,NA,NA
"3800","@Delta Normal sized adult too big for yr seats, even upgrades ones! @SenSchumer air travel being ruined by greed",FALSE,0,"Delta",2017-09-25 16:41:02,FALSE,NA,"912356278076309510","5920532","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Rockstar_Health",0,FALSE,FALSE,NA,NA
"3801","RT @MsPackyetti: Two things: 
1. Have mercy.
2. @Delta, these accounts of your treatment are absolutely unacceptable. Fix it fast. 

 https…",FALSE,0,NA,2017-09-25 16:40:56,FALSE,NA,"912356255213260800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnAmazingFeat",18,TRUE,FALSE,NA,NA
"3802","RT @MsPackyetti: Two things: 
1. Have mercy.
2. @Delta, these accounts of your treatment are absolutely unacceptable. Fix it fast. 

 https…",FALSE,0,NA,2017-09-25 16:40:54,FALSE,NA,"912356246422016000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","allanlbrooks",18,TRUE,FALSE,NA,NA
"3803","@Delta Thank you; already done but still no help.  Do you have any other advice?",FALSE,0,"Delta",2017-09-25 16:40:19,FALSE,"911332248347201536","912356097930989568","5920532","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","eestotts",0,FALSE,FALSE,NA,NA
"3804","@Delta Noooooo! How did I draw the short straw?!?!? A dead video screen! https://t.co/SwisyJudtN",FALSE,0,"Delta",2017-09-25 16:39:35,FALSE,NA,"912355914589642759","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AnthonyLukken",0,FALSE,FALSE,NA,NA
"3805","RT @MsPackyetti: Two things: 
1. Have mercy.
2. @Delta, these accounts of your treatment are absolutely unacceptable. Fix it fast. 

 https…",FALSE,0,NA,2017-09-25 16:39:32,FALSE,NA,"912355900987408384",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lastnightsdinnr",18,TRUE,FALSE,NA,NA
"3806","I will *never* fly @Delta again. You people are disgusting, and you should be ashamed of yourselves. #BoycottDelta https://t.co/3lPGGfj3Ro",FALSE,2,NA,2017-09-25 16:39:03,FALSE,NA,"912355781089071106",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","flwr6pwr9_",0,FALSE,FALSE,NA,NA
"3807","@Delta any chance you found this on the plane DL 4667 from BNA to DTW on 9/16?????? https://t.co/sEFE7UdArq",FALSE,0,"Delta",2017-09-25 16:39:00,FALSE,NA,"912355767017230336","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JeremyJFraser",0,FALSE,FALSE,NA,NA
"3808","@DELTA it's been week since laptop left on your plane &amp; have not received any update from your lost &amp; found team. #veryfrustratedfreqflier",FALSE,0,"Delta",2017-09-25 16:38:34,FALSE,NA,"912355659772985344","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jeffsmi",0,FALSE,FALSE,NA,NA
"3809","Two things: 
1. Have mercy.
2. @Delta, these accounts of your treatment are absolutely unacceptable. Fix it fast. 

 https://t.co/N2IzIy2F44",FALSE,28,NA,2017-09-25 16:38:12,FALSE,NA,"912355565610979328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MsPackyetti",18,FALSE,FALSE,NA,NA
"3810","@DELTA can I get my flight changed",FALSE,0,"Delta",2017-09-25 16:37:54,FALSE,NA,"912355490281095168","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jp30076",0,FALSE,FALSE,NA,NA
"3811","From this angle SEATAC doesn't look like a scene from a prison movie (at @Delta SkyClub A-B) https://t.co/7wMVVpwVyc https://t.co/n446lTACU4",FALSE,0,NA,2017-09-25 16:37:04,FALSE,NA,"912355281815969792",NA,"<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>","Ctodaizzzo",0,FALSE,FALSE,NA,NA
"3812","How do you RUIN a flight from DEN to JFK?fly @Delta Seats are so tiny stranger spills over to yr seat RUINING flight",FALSE,0,NA,2017-09-25 16:37:02,FALSE,NA,"912355272521388033",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Rockstar_Health",0,FALSE,FALSE,NA,NA
"3813","@Joel7Richardson @Delta Sign of the times. <ed><U+00A0><U+00BD><ed><U+00B1><U+00A6><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BD><ed><U+00B1><U+00A7><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BE><ed><U+00B4><U+00B7><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><U+200D><U+2642><U+FE0F>",FALSE,0,"Joel7Richardson",2017-09-25 16:35:38,FALSE,"912343333774663680","912354920665354240","2490015990","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mantei4",0,FALSE,FALSE,NA,NA
"3814","@Delta if this wasn't ur flight then I shouldn't be able to pick seats. I'm being told you are locked out but I can pick lesser seats on app",FALSE,0,"Delta",2017-09-25 16:34:50,FALSE,NA,"912354721469468673","5920532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FreibergLuck",0,FALSE,FALSE,NA,NA
"3815","@Delta @joematota Joe is talking about JetBlue not you, dumbasses!",FALSE,0,"Delta",2017-09-25 16:34:36,FALSE,"912265139012952069","912354662640181248","5920532","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ricktd1",0,FALSE,FALSE,NA,NA
"3816","RT @DavidBegnaud: @Delta Trying to operate out of there, @delta says, is ""a logistical nightmare"" (4/5)",FALSE,0,NA,2017-09-25 16:34:15,FALSE,NA,"912354573062426626",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__MaryEllen",112,TRUE,FALSE,NA,NA
